evaluation_id,session_id,task_id,task_order,agent,strategy,scope_id,metric_name,category,status,value,unit,direction,delta_run_local,delta_trajectory_cumulative,findings
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,backend,BE-ERR-M-001-exception-unification-violation-density,ERR,pass,1.0,ratio,lower_is_better,1.0,1.0,"Weighted exception-rule violations: 3 | Service file count: 3 | Exception unification violation density: 1 | Source rules: BE-ERR-C-001-no-http-exception-in-service, BE-ERR-C-002-throw-only-app-exception, BE-ERR-C-003-no-silent-catch | Baseline report unavailable; delta_vs_baseline set to null."
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,backend,BE-CONTRACT-M-001-dto-validator-coverage,CONTRACT,pass,1.0,ratio,higher_is_better,0.0,0.0,DTO validator coverage: 42/42 (1)
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,backend,BE-TEST-M-001-test-coverage,TEST,pass,38.41,percent,higher_is_better,3.9399999999999977,3.9399999999999977,Backend line coverage: 38.41% | Delta vs baseline: +3.94 percentage points
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,backend,BE-MOCK-M-001-mock-per-test-case,MOCK,pass,0.0,ratio,lower_is_better,0.0,0.0,Mocks per test case: 0/51 (0)
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,backend,BE-ROUTE-M-001-route-prefix-violation-ratio,ROUTE,pass,0.0,ratio,lower_is_better,0.0,0.0,"Route prefix/path violations: 0/14 (0) | Global prefix ""api"" detected."
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,backend,BE-SIZE-M-001-cyclomatic-complexity-ratio,SIZE,pass,0.0,ratio,lower_is_better,0.0,0.0,Methods over complexity limit (10): 0/38 (0) | Average cyclomatic complexity: 1.7632
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,backend,BE-DUP-M-001-clone-ratio,DUP,pass,0.185837,ratio,lower_is_better,0.04819799999999999,0.04819799999999999,Duplicated lines: 391/2104 (0.185837) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.048198
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,frontend,FE-COM-M-001-render-decision-depth-average,COM,pass,0.51,levels,lower_is_better,0.0,0.0,Average maximum render-decision depth: 0.51
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,frontend,FE-STATE-M-001-context-provider-ratio,STATE,pass,0.0625,ratio,lower_is_better,-0.0175,-0.0175,Context-provider ratio: 2/32 (0.0625) | Delta vs baseline: -0.0175
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,frontend,FE-ROUTE-M-001-route-param-complexity,ROUTE,pass,0.43,params,lower_is_better,0.02999999999999997,0.02999999999999997,Average route parameter count: 0.43 | Delta vs baseline: +0.03
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,frontend,FE-STYLE-M-001-style-mixing-ratio,STYLE,pass,0.048077,ratio,lower_is_better,0.0072610000000000036,0.0072610000000000036,Style mixing ratio: 5/104 (0.048077) | Delta vs baseline: +0.007261
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,frontend,FE-DATA-M-001-data-access-wrapping-ratio,DATA,pass,1.0,ratio,higher_is_better,0.0,0.0,Approved data-access wrapping ratio: 1/1 (1)
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,frontend,FE-COMM-M-001-prop-drilling-average,COMM,pass,5.86,props,lower_is_better,0.1900000000000004,0.1900000000000004,Average prop-drilling candidate fanout: 5.86 | Delta vs baseline: +0.19
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,frontend,FE-DUP-M-001-clone-ratio,DUP,pass,0.295431,ratio,lower_is_better,0.064388,0.064388,Duplicated lines: 1707/5778 (0.295431) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.064388
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,cross-stack,CROSS-EP-M-001-endpoint-resolution-miss-ratio,EP,pass,0.0,ratio,lower_is_better,0.0,0.0,Unresolved frontend call sites: 0 | Total frontend call sites: 14 | Endpoint resolution miss ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,cross-stack,CROSS-TYPE-M-001-contract-field-drift-density,TYPE,pass,0.0,ratio,lower_is_better,0.0,0.0,Weighted contract-field mismatches: 0 | Total contract positions (route-param + query + body): 41 | Contract field drift density: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T1,session_20260817_221755,T1,1,codex,structured,cross-stack,CROSS-PROP-M-001-propagation-incompleteness-ratio,PROP,pass,0.0,ratio,lower_is_better,,,Resources with an API-facing change: 1 | Missing counterpart surfaces: 0 | Total counterpart surfaces: 2 | Propagation incompleteness ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-STRUCT-M-001-module-composition-violation-ratio,STRUCT,pass,0.0,ratio,lower_is_better,0.0,0.0,Violating modules: 0/3 (0)
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-DEP-M-001-dependency-violation-density,DEP,pass,0.0,ratio,lower_is_better,0.0,0.0,MVC violations: 0 | Cyclic dependency count: 0 | Total import edges: 97 | Dependency violation density: 0
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-DOM-M-001-cross-module-deep-import-count,DOM,pass,0.0,count,lower_is_better,0.0,0.0,Cross-module deep import count: 0 | Source rule: BE-DOM-C-001-no-cross-module-deep-import
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-ERR-M-001-exception-unification-violation-density,ERR,pass,3.0,ratio,lower_is_better,2.0,3.0,"Weighted exception-rule violations: 9 | Service file count: 3 | Exception unification violation density: 3 | Source rules: BE-ERR-C-001-no-http-exception-in-service, BE-ERR-C-002-throw-only-app-exception, BE-ERR-C-003-no-silent-catch | Baseline report unavailable; delta_vs_baseline set to null."
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-CONTRACT-M-001-dto-validator-coverage,CONTRACT,pass,1.0,ratio,higher_is_better,0.0,0.0,DTO validator coverage: 59/59 (1)
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-TEST-M-001-test-coverage,TEST,pass,33.83,percent,higher_is_better,-4.579999999999998,-0.6400000000000006,Backend line coverage: 33.83% | Delta vs baseline: -0.64 percentage points
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-MOCK-M-001-mock-per-test-case,MOCK,pass,0.0,ratio,lower_is_better,0.0,0.0,Mocks per test case: 0/53 (0)
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-ROUTE-M-001-route-prefix-violation-ratio,ROUTE,pass,0.0,ratio,lower_is_better,0.0,0.0,"Route prefix/path violations: 0/15 (0) | Global prefix ""api"" detected."
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-SIZE-M-001-cyclomatic-complexity-ratio,SIZE,pass,0.0,ratio,lower_is_better,0.0,0.0,Methods over complexity limit (10): 0/55 (0) | Average cyclomatic complexity: 1.9455
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,backend,BE-DUP-M-001-clone-ratio,DUP,pass,0.248424,ratio,lower_is_better,0.062587,0.110785,Duplicated lines: 788/3172 (0.248424) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.110785
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,frontend,FE-COM-M-001-render-decision-depth-average,COM,pass,0.54,levels,lower_is_better,0.030000000000000027,0.030000000000000027,Average maximum render-decision depth: 0.54 | Delta vs baseline: +0.03
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,frontend,FE-STATE-M-001-context-provider-ratio,STATE,pass,0.0625,ratio,lower_is_better,0.0,-0.0175,Context-provider ratio: 2/32 (0.0625) | Delta vs baseline: -0.0175
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,frontend,FE-ROUTE-M-001-route-param-complexity,ROUTE,pass,0.43,params,lower_is_better,0.0,0.02999999999999997,Average route parameter count: 0.43 | Delta vs baseline: +0.03
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,frontend,FE-STYLE-M-001-style-mixing-ratio,STYLE,pass,0.047619,ratio,lower_is_better,-0.0004580000000000001,0.0068030000000000035,Style mixing ratio: 5/105 (0.047619) | Delta vs baseline: +0.006803
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,frontend,FE-DATA-M-001-data-access-wrapping-ratio,DATA,pass,1.0,ratio,higher_is_better,0.0,0.0,Approved data-access wrapping ratio: 1/1 (1)
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,frontend,FE-COMM-M-001-prop-drilling-average,COMM,pass,5.77,props,lower_is_better,-0.09000000000000075,0.09999999999999964,Average prop-drilling candidate fanout: 5.77 | Delta vs baseline: +0.1
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,frontend,FE-DUP-M-001-clone-ratio,DUP,pass,0.275891,ratio,lower_is_better,-0.019540000000000002,0.044848,Duplicated lines: 1665/6035 (0.275891) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.044848
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,cross-stack,CROSS-EP-M-001-endpoint-resolution-miss-ratio,EP,pass,0.0,ratio,lower_is_better,0.0,0.0,Unresolved frontend call sites: 0 | Total frontend call sites: 14 | Endpoint resolution miss ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,cross-stack,CROSS-TYPE-M-001-contract-field-drift-density,TYPE,pass,0.0,ratio,lower_is_better,0.0,0.0,Weighted contract-field mismatches: 0 | Total contract positions (route-param + query + body): 39 | Contract field drift density: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T2,session_20260817_221755,T2,2,codex,structured,cross-stack,CROSS-PROP-M-001-propagation-incompleteness-ratio,PROP,pass,0.0,ratio,lower_is_better,0.0,,Resources with an API-facing change: 2 | Missing counterpart surfaces: 0 | Total counterpart surfaces: 3 | Propagation incompleteness ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-STRUCT-M-001-module-composition-violation-ratio,STRUCT,pass,0.0,ratio,lower_is_better,0.0,0.0,Violating modules: 0/3 (0)
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-DEP-M-001-dependency-violation-density,DEP,pass,0.0,ratio,lower_is_better,0.0,0.0,MVC violations: 0 | Cyclic dependency count: 0 | Total import edges: 97 | Dependency violation density: 0
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-DOM-M-001-cross-module-deep-import-count,DOM,pass,0.0,count,lower_is_better,0.0,0.0,Cross-module deep import count: 0 | Source rule: BE-DOM-C-001-no-cross-module-deep-import
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-ERR-M-001-exception-unification-violation-density,ERR,pass,3.0,ratio,lower_is_better,0.0,3.0,"Weighted exception-rule violations: 9 | Service file count: 3 | Exception unification violation density: 3 | Source rules: BE-ERR-C-001-no-http-exception-in-service, BE-ERR-C-002-throw-only-app-exception, BE-ERR-C-003-no-silent-catch | Baseline report unavailable; delta_vs_baseline set to null."
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-CONTRACT-M-001-dto-validator-coverage,CONTRACT,pass,1.0,ratio,higher_is_better,0.0,0.0,DTO validator coverage: 60/60 (1)
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-TEST-M-001-test-coverage,TEST,pass,33.62,percent,higher_is_better,-0.21000000000000085,-0.8500000000000014,Backend line coverage: 33.62% | Delta vs baseline: -0.85 percentage points
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-MOCK-M-001-mock-per-test-case,MOCK,pass,0.0,ratio,lower_is_better,0.0,0.0,Mocks per test case: 0/58 (0)
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-ROUTE-M-001-route-prefix-violation-ratio,ROUTE,pass,0.0,ratio,lower_is_better,0.0,0.0,"Route prefix/path violations: 0/16 (0) | Global prefix ""api"" detected."
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-SIZE-M-001-cyclomatic-complexity-ratio,SIZE,pass,0.0,ratio,lower_is_better,0.0,0.0,Methods over complexity limit (10): 0/61 (0) | Average cyclomatic complexity: 2.0656
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,backend,BE-DUP-M-001-clone-ratio,DUP,pass,0.238205,ratio,lower_is_better,-0.010219000000000006,0.10056599999999999,Duplicated lines: 823/3455 (0.238205) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.100566
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,frontend,FE-COM-M-001-render-decision-depth-average,COM,pass,0.58,levels,lower_is_better,0.039999999999999925,0.06999999999999995,Average maximum render-decision depth: 0.58 | Delta vs baseline: +0.07
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,frontend,FE-STATE-M-001-context-provider-ratio,STATE,pass,0.060606,ratio,lower_is_better,-0.0018939999999999999,-0.019394,Context-provider ratio: 2/33 (0.060606) | Delta vs baseline: -0.019394
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,frontend,FE-ROUTE-M-001-route-param-complexity,ROUTE,pass,0.43,params,lower_is_better,0.0,0.02999999999999997,Average route parameter count: 0.43 | Delta vs baseline: +0.03
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,frontend,FE-STYLE-M-001-style-mixing-ratio,STYLE,pass,0.046729,ratio,lower_is_better,-0.0008900000000000019,0.005913000000000002,Style mixing ratio: 5/107 (0.046729) | Delta vs baseline: +0.005913
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,frontend,FE-DATA-M-001-data-access-wrapping-ratio,DATA,pass,1.0,ratio,higher_is_better,0.0,0.0,Approved data-access wrapping ratio: 1/1 (1)
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,frontend,FE-COMM-M-001-prop-drilling-average,COMM,pass,5.79,props,lower_is_better,0.020000000000000462,0.1200000000000001,Average prop-drilling candidate fanout: 5.79 | Delta vs baseline: +0.12
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,frontend,FE-DUP-M-001-clone-ratio,DUP,pass,0.252897,ratio,lower_is_better,-0.022994000000000014,0.021853999999999985,Duplicated lines: 1593/6299 (0.252897) | Clone matches found: 20+ (sample capped) | Delta vs baseline: +0.021854
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,cross-stack,CROSS-EP-M-001-endpoint-resolution-miss-ratio,EP,pass,0.0,ratio,lower_is_better,0.0,0.0,Unresolved frontend call sites: 0 | Total frontend call sites: 15 | Endpoint resolution miss ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,cross-stack,CROSS-TYPE-M-001-contract-field-drift-density,TYPE,pass,0.0,ratio,lower_is_better,0.0,0.0,Weighted contract-field mismatches: 0 | Total contract positions (route-param + query + body): 39 | Contract field drift density: 0 | Baseline report unavailable; delta_vs_baseline set to null.
session_20260817_221755/T3,session_20260817_221755,T3,3,codex,structured,cross-stack,CROSS-PROP-M-001-propagation-incompleteness-ratio,PROP,pass,0.0,ratio,lower_is_better,0.0,,Resources with an API-facing change: 1 | Missing counterpart surfaces: 0 | Total counterpart surfaces: 2 | Propagation incompleteness ratio: 0 | Baseline report unavailable; delta_vs_baseline set to null.
